session_id,user_id,session_date,session_start,session_end,session_duration_minutes,pages_visited,source_channel,day_type,day_of_week,is_weekend,hour
S0026712,U01786,2023-08-06,2023-08-06 03:04:00,2023-08-06 03:29:00,25,7,Referral,Weekend,Sunday,1,3
S0026713,U01786,2023-07-03,2023-07-03 03:49:00,2023-07-03 03:59:00,10,17,Referral,Weekday,Monday,0,3
S0026714,U01786,2023-07-02,2023-07-02 21:09:00,2023-07-02 21:10:00,1,1,Referral,Weekend,Sunday,1,21
S0026715,U01786,2023-07-14,2023-07-14 22:04:00,2023-07-14 22:36:00,32,7,Referral,Weekday,Friday,0,22
S0026716,U01786,2023-06-16,2023-06-16 04:37:00,2023-06-16 04:43:00,6,5,Organic,Weekday,Friday,0,4
S0026717,U01786,2023-05-22,2023-05-22 17:23:00,2023-05-22 17:38:00,15,4,Organic,Weekday,Monday,0,17
S0026718,U01786,2023-08-06,2023-08-06 13:01:00,2023-08-06 13:19:00,18,26,Referral,Weekend,Sunday,1,13
S0026719,U01786,2023-05-04,2023-05-04 23:49:00,2023-05-06 04:49:00,1740,20,Referral,Weekday,Thursday,0,23
S0026720,U01786,2023-05-09,2023-05-09 02:14:00,2023-05-09 02:29:00,15,2,Referral,Weekday,Tuesday,0,2
S0026721,U01786,2023-05-23,2023-05-23 22:27:00,2023-05-23 22:43:00,16,5,Referral,Weekday,Tuesday,0,22
S0026722,U01786,2023-05-30,2023-05-30 06:23:00,2023-05-30 06:30:00,7,6,Referral,Weekday,Tuesday,0,6
S0026723,U01786,2023-06-19,2023-06-19 16:04:00,2023-06-19 16:23:00,19,12,Paid,Weekday,Monday,0,16
S0026724,U01786,2023-06-06,2023-06-06 16:56:00,2023-06-06 17:01:00,5,6,Paid,Weekday,Tuesday,0,16
S0026725,U01786,2023-08-25,2023-08-25 15:49:00,2023-08-25 16:00:00,11,1,Referral,Weekday,Friday,0,15
S0026726,U01787,2023-09-07,2023-09-07 13:12:00,2023-09-07 13:19:00,7,1,Referral,Weekday,Thursday,0,13
S0026727,U01787,2023-07-10,2023-07-10 00:44:00,2023-07-10 01:35:00,51,1,Referral,Weekday,Monday,0,0
S0026728,U01787,2023-09-18,2023-09-18 13:34:00,2023-09-18 14:08:00,34,12,Organic,Weekday,Monday,0,13
S0026729,U01787,2023-08-03,2023-08-03 11:17:00,2023-08-03 11:29:00,12,1,Paid,Weekday,Thursday,0,11
S0026730,U01787,2023-09-28,2023-09-28 19:06:00,2023-09-28 19:24:00,18,2,Organic,Weekday,Thursday,0,19
S0026731,U01787,2023-10-08,2023-10-08 18:00:00,2023-10-08 18:03:00,3,5,Referral,Weekend,Sunday,1,18
S0026732,U01787,2023-08-18,2023-08-18 13:33:00,2023-08-18 13:41:00,8,7,Organic,Weekday,Friday,0,13
S0026734,U01787,2023-10-19,2023-10-19 18:03:00,2023-10-19 18:04:00,1,2,Organic,Weekday,Thursday,0,18
S0026735,U01787,2023-08-08,2023-08-08 20:19:00,2023-08-08 20:35:00,16,11,Organic,Weekday,Tuesday,0,20
S0026736,U01787,2023-08-06,2023-08-06 05:13:00,2023-08-06 05:46:00,33,6,Organic,Weekend,Sunday,1,5
S0026737,U01787,2023-10-13,2023-10-13 02:54:00,2023-10-13 03:11:00,17,5,Paid,Weekday,Friday,0,2
S0026738,U01787,2023-07-12,2023-07-12 05:46:00,2023-07-12 05:50:00,4,5,Referral,Weekday,Wednesday,0,5
S0026739,U01788,2023-04-09,2023-04-09 15:47:00,2023-04-09 16:30:00,43,9,Organic,Weekend,Sunday,1,15
S0026740,U01788,2023-04-08,2023-04-08 22:34:00,2023-04-08 22:35:00,1,22,Referral,Weekend,Saturday,1,22
S0026741,U01788,2023-05-03,2023-05-03 09:52:00,2023-05-03 09:57:00,5,2,Paid,Weekday,Wednesday,0,9
S0026742,U01788,2023-06-17,2023-06-17 08:15:00,2023-06-17 09:12:00,57,3,Organic,Weekend,Saturday,1,8
S0026743,U01788,2023-04-05,2023-04-05 10:35:00,2023-04-05 11:07:00,32,2,Referral,Weekday,Wednesday,0,10
S0026744,U01788,2023-06-15,2023-06-15 19:07:00,2023-06-15 19:48:00,41,9,Organic,Weekday,Thursday,0,19
S0026745,U01788,2023-05-30,2023-05-30 17:49:00,2023-05-30 18:03:00,14,7,Organic,Weekday,Tuesday,0,17
S0026746,U01788,2023-04-15,2023-04-15 08:00:00,2023-04-15 09:06:00,66,4,Paid,Weekend,Saturday,1,8
S0026747,U01788,2023-03-11,2023-03-11 16:37:00,2023-03-11 16:50:00,13,7,Organic,Weekend,Saturday,1,16
S0026748,U01788,2023-03-04,2023-03-04 12:21:00,2023-03-04 12:30:00,9,17,Organic,Weekend,Saturday,1,12
S0026749,U01788,2023-04-06,2023-04-06 07:13:00,2023-04-06 07:14:00,1,3,Paid,Weekday,Thursday,0,7
S0026750,U01788,2023-05-03,2023-05-03 20:28:00,2023-05-03 20:53:00,25,3,Organic,Weekday,Wednesday,0,20
S0026751,U01788,2023-07-01,2023-07-01 18:51:00,2023-07-01 18:57:00,6,3,Referral,Weekend,Saturday,1,18
S0026752,U01788,2023-06-12,2023-06-12 10:28:00,2023-06-12 11:10:00,42,4,Paid,Weekday,Monday,0,10
S0026753,U01788,2023-06-10,2023-06-10 09:07:00,2023-06-10 09:15:00,8,6,Referral,Weekend,Saturday,1,9
S0026754,U01789,2023-12-12,2023-12-12 18:39:00,2023-12-12 18:48:00,9,1,Referral,Weekday,Tuesday,0,18
S0026755,U01789,2023-12-17,2023-12-17 03:19:00,2023-12-17 03:38:00,19,3,Organic,Weekend,Sunday,1,3
S0026756,U01789,2023-12-07,2023-12-07 05:15:00,2023-12-07 05:26:00,11,2,Referral,Weekday,Thursday,0,5
S0026757,U01789,2023-11-10,2023-11-10 04:47:00,2023-11-10 04:52:00,5,8,Paid,Weekday,Friday,0,4
S0026758,U01789,2023-09-14,2023-09-14 22:49:00,2023-09-14 23:02:00,13,1,Referral,Weekday,Thursday,0,22
S0026759,U01789,2023-12-13,2023-12-13 22:28:00,2023-12-13 22:29:00,1,2,Paid,Weekday,Wednesday,0,22
S0026760,U01789,2023-10-08,2023-10-08 08:48:00,2023-10-08 09:01:00,13,5,Referral,Weekend,Sunday,1,8
S0026761,U01789,2023-11-30,2023-11-30 02:55:00,2023-11-30 02:58:00,3,3,Paid,Weekday,Thursday,0,2
S0026762,U01789,2023-12-17,2023-12-17 23:59:00,2023-12-18 00:00:00,1,1,Paid,Weekend,Sunday,1,23
S0026763,U01789,2023-09-25,2023-09-25 17:56:00,2023-09-25 18:35:00,39,6,Paid,Weekday,Monday,0,17
S0026764,U01789,2023-12-27,2023-12-27 05:35:00,2023-12-27 06:05:00,30,2,Paid,Weekday,Wednesday,0,5
S0026765,U01789,2023-11-19,2023-11-19 02:48:00,2023-11-19 02:55:00,7,3,Organic,Weekend,Sunday,1,2
S0026766,U01789,2023-10-03,2023-10-03 13:33:00,2023-10-03 13:54:00,21,4,Organic,Weekday,Tuesday,0,13
S0026768,U01789,2024-01-03,2024-01-03 12:56:00,2024-01-03 13:08:00,12,9,Paid,Weekday,Wednesday,0,12
S0026769,U01789,2023-12-18,2023-12-18 06:05:00,2023-12-18 06:19:00,14,2,Referral,Weekday,Monday,0,6
S0026770,U01790,2023-12-20,2023-12-20 23:08:00,2023-12-20 23:10:00,2,5,Organic,Weekday,Wednesday,0,23
S0026771,U01790,2023-10-30,2023-10-30 10:47:00,2023-10-30 11:54:00,67,3,Paid,Weekday,Monday,0,10
S0026772,U01790,2023-12-28,2023-12-28 14:14:00,2023-12-28 14:15:00,1,6,Paid,Weekday,Thursday,0,14
S0026773,U01790,2023-10-14,2023-10-14 17:26:00,2023-10-14 17:27:00,1,2,Referral,Weekend,Saturday,1,17
S0026774,U01790,2023-12-14,2023-12-14 20:29:00,2023-12-14 20:30:00,1,1,Paid,Weekday,Thursday,0,20
S0026775,U01790,2023-11-25,2023-11-25 23:11:00,2023-11-25 23:49:00,38,7,Paid,Weekend,Saturday,1,23
S0026776,U01790,2023-12-04,2023-12-04 16:43:00,2023-12-04 16:51:00,8,12,Referral,Weekday,Monday,0,16
S0026777,U01790,2023-10-25,2023-10-25 19:25:00,2023-10-25 19:46:00,21,3,Paid,Weekday,Wednesday,0,19
S0026778,U01790,2024-01-13,2024-01-13 04:27:00,2024-01-13 04:28:00,1,7,Organic,Weekend,Saturday,1,4
S0026779,U01790,2023-12-26,2023-12-26 23:26:00,2023-12-26 23:35:00,9,2,Paid,Weekday,Tuesday,0,23
S0026780,U01790,2024-02-02,2024-02-02 23:30:00,2024-02-02 23:36:00,6,1,Paid,Weekday,Friday,0,23
S0026781,U01790,2024-01-16,2024-01-16 16:46:00,2024-01-16 17:13:00,27,1,Referral,Weekday,Tuesday,0,16
S0026782,U01790,2023-10-15,2023-10-15 20:15:00,2023-10-15 20:29:00,14,1,Referral,Weekend,Sunday,1,20
S0026783,U01790,2023-12-21,2023-12-21 12:10:00,2023-12-21 12:29:00,19,3,Organic,Weekday,Thursday,0,12
S0026784,U01791,2023-09-23,2023-09-23 17:24:00,2023-09-23 17:30:00,6,1,Paid,Weekend,Saturday,1,17
S0026785,U01791,2023-09-23,2023-09-23 17:03:00,2023-09-23 17:23:00,20,1,Paid,Weekend,Saturday,1,17
S0026786,U01791,2023-10-05,2023-10-05 12:29:00,2023-10-05 12:48:00,19,1,Organic,Weekday,Thursday,0,12
S0026787,U01791,2023-07-14,2023-07-14 21:45:00,2023-07-14 22:42:00,57,3,Organic,Weekday,Friday,0,21
S0026788,U01791,2023-08-17,2023-08-17 03:23:00,2023-08-17 03:25:00,2,1,Paid,Weekday,Thursday,0,3
S0026789,U01791,2023-09-22,2023-09-22 21:40:00,2023-09-22 21:47:00,7,12,Referral,Weekday,Friday,0,21
S0026790,U01791,2023-07-15,2023-07-15 01:10:00,2023-07-15 01:13:00,3,8,Referral,Weekend,Saturday,1,1
S0026791,U01791,2023-08-24,2023-08-24 16:26:00,2023-08-24 16:36:00,10,9,Paid,Weekday,Thursday,0,16
S0026792,U01791,2023-08-07,2023-08-07 23:53:00,2023-08-08 00:34:00,41,31,Referral,Weekday,Monday,0,23
S0026793,U01791,2023-08-01,2023-08-01 05:23:00,2023-08-01 05:24:00,1,8,Referral,Weekday,Tuesday,0,5
S0026794,U01791,2023-08-20,2023-08-20 18:15:00,2023-08-20 18:16:00,1,2,Referral,Weekend,Sunday,1,18
S0026795,U01791,2023-08-17,2023-08-17 17:27:00,2023-08-17 17:47:00,20,3,Organic,Weekday,Thursday,0,17
S0026796,U01791,2023-08-19,2023-08-19 05:00:00,2023-08-19 05:16:00,16,17,Referral,Weekend,Saturday,1,5
S0026797,U01791,2023-07-20,2023-07-20 09:40:00,2023-07-20 10:14:00,34,3,Organic,Weekday,Thursday,0,9
S0026798,U01791,2023-07-22,2023-07-22 18:33:00,2023-07-22 18:51:00,18,1,Paid,Weekend,Saturday,1,18
S0026799,U01791,2023-08-28,2023-08-28 18:54:00,2023-08-28 19:06:00,12,5,Referral,Weekday,Monday,0,18
S0026800,U01792,2023-10-06,2023-10-06 10:29:00,2023-10-06 10:38:00,9,4,Referral,Weekday,Friday,0,10
S0026801,U01792,2023-09-25,2023-09-25 10:21:00,2023-09-25 10:29:00,8,1,Paid,Weekday,Monday,0,10
S0026802,U01792,2024-01-04,2024-01-04 04:19:00,2024-01-04 04:35:00,16,1,Paid,Weekday,Thursday,0,4
S0026803,U01792,2023-10-28,2023-10-28 15:03:00,2023-10-28 15:52:00,49,11,Organic,Weekend,Saturday,1,15
S0026804,U01792,2023-10-06,2023-10-06 22:50:00,2023-10-06 23:02:00,12,1,Paid,Weekday,Friday,0,22
S0026805,U01792,2023-09-20,2023-09-20 23:53:00,2023-09-21 00:09:00,16,5,Referral,Weekday,Wednesday,0,23
S0026806,U01792,2023-11-12,2023-11-12 19:17:00,2023-11-12 20:00:00,43,1,Paid,Weekend,Sunday,1,19
S0026807,U01792,2023-11-13,2023-11-13 13:32:00,2023-11-13 13:55:00,23,5,Referral,Weekday,Monday,0,13
S0026808,U01792,2023-11-15,2023-11-15 18:14:00,2023-11-15 18:17:00,3,1,Organic,Weekday,Wednesday,0,18
S0026809,U01792,2023-12-30,2023-12-30 10:11:00,2023-12-30 10:34:00,23,3,Referral,Weekend,Saturday,1,10
S0026810,U01792,2023-09-30,2023-09-30 20:36:00,2023-09-30 23:50:00,194,12,Organic,Weekend,Saturday,1,20
S0026811,U01792,2023-12-27,2023-12-27 02:19:00,2023-12-27 02:35:00,16,6,Referral,Weekday,Wednesday,0,2
S0026812,U01792,2023-11-04,2023-11-04 20:49:00,2023-11-04 20:52:00,3,12,Paid,Weekend,Saturday,1,20
S0026813,U01792,2023-12-12,2023-12-12 08:37:00,2023-12-12 08:49:00,12,4,Organic,Weekday,Tuesday,0,8
S0026814,U01792,2023-12-24,2023-12-24 20:11:00,2023-12-24 20:52:00,41,1,Organic,Weekend,Sunday,1,20
S0026815,U01792,2023-10-27,2023-10-27 13:07:00,2023-10-27 13:20:00,13,5,Paid,Weekday,Friday,0,13
S0026816,U01792,2023-12-02,2023-12-02 08:46:00,2023-12-02 08:49:00,3,1,Organic,Weekend,Saturday,1,8
S0026817,U01793,2023-12-19,2023-12-19 11:56:00,2023-12-19 12:04:00,8,11,Referral,Weekday,Tuesday,0,11
S0026818,U01793,2023-11-24,2023-11-24 00:51:00,2023-11-24 00:58:00,7,4,Paid,Weekday,Friday,0,0
S0026819,U01793,2023-11-27,2023-11-27 22:35:00,2023-11-27 22:39:00,4,1,Paid,Weekday,Monday,0,22
S0026820,U01793,2023-12-11,2023-12-11 02:11:00,2023-12-11 02:22:00,11,4,Referral,Weekday,Monday,0,2
S0026821,U01793,2023-11-04,2023-11-04 03:53:00,2023-11-04 04:21:00,28,3,Paid,Weekend,Saturday,1,3
S0026822,U01793,2023-12-06,2023-12-06 16:23:00,2023-12-06 16:29:00,6,5,Referral,Weekday,Wednesday,0,16
S0026823,U01793,2023-10-27,2023-10-27 02:39:00,2023-10-27 02:48:00,9,2,Paid,Weekday,Friday,0,2
S0026824,U01793,2023-09-19,2023-09-19 01:45:00,2023-09-19 02:33:00,48,4,Organic,Weekday,Tuesday,0,1
S0026825,U01793,2024-01-04,2024-01-04 16:10:00,2024-01-04 16:14:00,4,6,Organic,Weekday,Thursday,0,16
S0026826,U01793,2023-10-13,2023-10-13 05:52:00,2023-10-13 06:24:00,32,8,Paid,Weekday,Friday,0,5
S0026827,U01793,2023-11-23,2023-11-23 18:19:00,2023-11-23 18:37:00,18,4,Referral,Weekday,Thursday,0,18
S0026828,U01793,2023-10-19,2023-10-19 18:03:00,2023-10-19 18:33:00,30,7,Organic,Weekday,Thursday,0,18
S0026829,U01793,2023-11-04,2023-11-04 20:30:00,2023-11-04 20:46:00,16,6,Referral,Weekend,Saturday,1,20
S0026830,U01793,2023-12-24,2023-12-24 22:33:00,2023-12-24 22:36:00,3,1,Organic,Weekend,Sunday,1,22
S0026831,U01793,2023-09-20,2023-09-20 13:50:00,2023-09-20 14:43:00,53,14,Organic,Weekday,Wednesday,0,13
S0026832,U01794,2023-05-30,2023-05-30 21:15:00,2023-05-30 21:18:00,3,3,Paid,Weekday,Tuesday,0,21
S0026833,U01794,2023-08-31,2023-08-31 03:28:00,2023-08-31 03:53:00,25,3,Organic,Weekday,Thursday,0,3
S0026834,U01794,2023-06-19,2023-06-19 01:29:00,2023-06-19 02:00:00,31,6,Referral,Weekday,Monday,0,1
S0026835,U01794,2023-06-18,2023-06-18 07:53:00,2023-06-18 08:12:00,19,14,Referral,Weekend,Sunday,1,7
S0026836,U01794,2023-08-05,2023-08-05 04:15:00,2023-08-05 04:59:00,44,7,Referral,Weekend,Saturday,1,4
S0026837,U01794,2023-06-04,2023-06-04 00:27:00,2023-06-04 00:31:00,4,14,Organic,Weekend,Sunday,1,0
S0026838,U01794,2023-06-09,2023-06-09 22:01:00,2023-06-09 22:06:00,5,3,Referral,Weekday,Friday,0,22
S0026839,U01794,2023-08-18,2023-08-18 00:07:00,2023-08-18 00:42:00,35,2,Organic,Weekday,Friday,0,0
S0026840,U01794,2023-08-17,2023-08-17 11:49:00,2023-08-17 12:09:00,20,4,Organic,Weekday,Thursday,0,11
S0026841,U01794,2023-08-11,2023-08-11 16:01:00,2023-08-11 16:20:00,19,16,Referral,Weekday,Friday,0,16
S0026842,U01794,2023-06-01,2023-06-01 15:33:00,2023-06-01 16:06:00,33,2,Paid,Weekday,Thursday,0,15
S0026843,U01794,2023-09-05,2023-09-05 11:42:00,2023-09-05 11:43:00,1,18,Organic,Weekday,Tuesday,0,11
S0026844,U01794,2023-07-14,2023-07-14 16:53:00,2023-07-14 17:10:00,17,1,Organic,Weekday,Friday,0,16
S0026845,U01794,2023-06-15,2023-06-15 15:38:00,2023-06-15 15:57:00,19,1,Referral,Weekday,Thursday,0,15
S0026846,U01794,2023-09-07,2023-09-07 11:06:00,2023-09-07 11:10:00,4,6,Organic,Weekday,Thursday,0,11
S0026848,U01794,2023-06-24,2023-06-24 05:01:00,2023-06-24 05:22:00,21,11,Referral,Weekend,Saturday,1,5
S0026849,U01794,2023-09-20,2023-09-20 05:12:00,2023-09-20 05:34:00,22,4,Referral,Weekday,Wednesday,0,5
S0026850,U01794,2023-08-22,2023-08-22 03:54:00,2023-08-22 04:15:00,21,6,Paid,Weekday,Tuesday,0,3
S0026851,U01795,2023-11-05,2023-11-05 20:42:00,2023-11-05 20:44:00,2,6,Referral,Weekend,Sunday,1,20
S0026852,U01795,2024-02-12,2024-02-12 20:36:00,2024-02-12 20:38:00,2,4,Paid,Weekday,Monday,0,20
S0026853,U01795,2023-12-14,2023-12-14 15:05:00,2023-12-14 15:10:00,5,3,Organic,Weekday,Thursday,0,15
S0026854,U01795,2023-12-06,2023-12-06 20:48:00,2023-12-06 21:00:00,12,12,Paid,Weekday,Wednesday,0,20
S0026855,U01795,2024-01-19,2024-01-19 07:26:00,2024-01-19 07:48:00,22,1,Referral,Weekday,Friday,0,7
S0026856,U01795,2023-12-02,2023-12-02 11:06:00,2023-12-02 11:48:00,42,4,Referral,Weekend,Saturday,1,11
S0026857,U01795,2024-01-19,2024-01-19 09:48:00,2024-01-19 09:52:00,4,4,Referral,Weekday,Friday,0,9
S0026858,U01795,2023-10-23,2023-10-23 20:20:00,2023-10-23 20:24:00,4,3,Organic,Weekday,Monday,0,20
S0026859,U01795,2023-12-16,2023-12-16 05:14:00,2023-12-16 05:46:00,32,6,Organic,Weekend,Saturday,1,5
S0026860,U01795,2024-01-12,2024-01-12 19:37:00,2024-01-12 19:49:00,12,2,Organic,Weekday,Friday,0,19
S0026861,U01795,2023-12-16,2023-12-16 21:21:00,2023-12-16 21:27:00,6,20,Paid,Weekend,Saturday,1,21
S0026862,U01795,2023-11-03,2023-11-03 23:05:00,2023-11-03 23:13:00,8,5,Paid,Weekday,Friday,0,23
S0026863,U01795,2023-12-22,2023-12-22 21:07:00,2023-12-22 21:20:00,13,1,Referral,Weekday,Friday,0,21
S0026864,U01795,2023-12-24,2023-12-24 23:35:00,2023-12-25 00:32:00,57,1,Organic,Weekend,Sunday,1,23
S0026865,U01795,2024-02-08,2024-02-08 02:55:00,2024-02-08 03:16:00,21,9,Referral,Weekday,Thursday,0,2
S0026866,U01795,2023-10-26,2023-10-26 23:55:00,2023-10-27 00:22:00,27,9,Organic,Weekday,Thursday,0,23
S0026867,U01795,2024-02-08,2024-02-08 09:25:00,2024-02-08 09:51:00,26,3,Referral,Weekday,Thursday,0,9
S0026868,U01795,2023-11-04,2023-11-04 16:51:00,2023-11-04 17:36:00,45,13,Organic,Weekend,Saturday,1,16
S0026869,U01796,2024-01-23,2024-01-23 15:09:00,2024-01-23 15:22:00,13,2,Paid,Weekday,Tuesday,0,15
S0026870,U01796,2023-10-15,2023-10-15 22:09:00,2023-10-15 22:11:00,2,2,Organic,Weekend,Sunday,1,22
S0026872,U01796,2023-12-10,2023-12-10 00:35:00,2023-12-10 01:12:00,37,7,Paid,Weekend,Sunday,1,0
S0026873,U01796,2023-09-27,2023-09-27 14:45:00,2023-09-27 14:53:00,8,2,Referral,Weekday,Wednesday,0,14
S0026874,U01796,2023-09-28,2023-09-28 17:56:00,2023-09-28 18:12:00,16,14,Referral,Weekday,Thursday,0,17
S0026875,U01796,2023-10-21,2023-10-21 22:01:00,2023-10-21 22:37:00,36,8,Paid,Weekend,Saturday,1,22
S0026876,U01796,2023-12-15,2023-12-15 22:16:00,2023-12-15 22:44:00,28,4,Organic,Weekday,Friday,0,22
S0026877,U01796,2023-12-03,2023-12-03 00:46:00,2023-12-03 00:49:00,3,2,Organic,Weekend,Sunday,1,0
S0026878,U01796,2023-12-10,2023-12-10 11:38:00,2023-12-10 11:55:00,17,2,Organic,Weekend,Sunday,1,11
S0026879,U01796,2023-12-12,2023-12-12 09:29:00,2023-12-12 09:59:00,30,3,Paid,Weekday,Tuesday,0,9
S0026880,U01796,2024-01-06,2024-01-06 10:53:00,2024-01-06 10:55:00,2,8,Referral,Weekend,Saturday,1,10
S0026881,U01796,2023-12-05,2023-12-05 20:08:00,2023-12-05 20:31:00,23,2,Organic,Weekday,Tuesday,0,20
S0026882,U01796,2023-11-08,2023-11-08 04:32:00,2023-11-08 05:51:00,79,3,Paid,Weekday,Wednesday,0,4
S0026883,U01797,2023-10-24,2023-10-24 02:39:00,2023-10-24 03:00:00,21,11,Paid,Weekday,Tuesday,0,2
S0026884,U01797,2023-11-08,2023-11-08 07:57:00,2023-11-08 08:29:00,32,8,Paid,Weekday,Wednesday,0,7
S0026885,U01797,2023-12-03,2023-12-03 06:52:00,2023-12-03 06:55:00,3,2,Paid,Weekend,Sunday,1,6
S0026886,U01797,2024-01-26,2024-01-26 04:05:00,2024-01-26 04:20:00,15,5,Referral,Weekday,Friday,0,4
S0026887,U01797,2023-10-29,2023-10-29 09:02:00,2023-10-29 09:59:00,57,4,Organic,Weekend,Sunday,1,9
S0026888,U01797,2024-01-16,2024-01-16 07:20:00,2024-01-16 07:27:00,7,2,Organic,Weekday,Tuesday,0,7
S0026889,U01797,2023-12-15,2023-12-15 15:16:00,2023-12-15 15:17:00,1,1,Referral,Weekday,Friday,0,15
S0026890,U01797,2023-11-20,2023-11-20 23:34:00,2023-11-20 23:51:00,17,1,Referral,Weekday,Monday,0,23
S0026891,U01797,2023-10-14,2023-10-14 10:59:00,2023-10-14 11:37:00,38,5,Paid,Weekend,Saturday,1,10
S0026892,U01797,2023-11-11,2023-11-11 22:10:00,2023-11-11 22:50:00,40,3,Paid,Weekend,Saturday,1,22
S0026893,U01797,2023-10-14,2023-10-14 01:56:00,2023-10-14 02:14:00,18,4,Paid,Weekend,Saturday,1,1
S0026894,U01797,2023-12-15,2023-12-15 18:19:00,2023-12-15 19:45:00,86,8,Referral,Weekday,Friday,0,18
S0026895,U01797,2023-10-21,2023-10-21 06:12:00,2023-10-21 06:30:00,18,5,Paid,Weekend,Saturday,1,6
S0026896,U01797,2023-11-19,2023-11-19 06:41:00,2023-11-19 06:46:00,5,7,Referral,Weekend,Sunday,1,6
S0026897,U01797,2023-12-15,2023-12-15 23:29:00,2023-12-16 00:50:00,81,1,Paid,Weekday,Friday,0,23
S0026898,U01797,2023-11-22,2023-11-22 20:33:00,2023-11-22 20:53:00,20,4,Organic,Weekday,Wednesday,0,20
S0026899,U01797,2023-10-24,2023-10-24 11:13:00,2023-10-24 11:50:00,37,1,Organic,Weekday,Tuesday,0,11
S0026900,U01798,2023-08-07,2023-08-07 12:12:00,2023-08-07 12:15:00,3,7,Paid,Weekday,Monday,0,12
S0026901,U01798,2023-08-25,2023-08-25 09:14:00,2023-08-25 09:17:00,3,5,Referral,Weekday,Friday,0,9
S0026902,U01798,2023-10-22,2023-10-22 18:12:00,2023-10-22 18:52:00,40,1,Referral,Weekend,Sunday,1,18
S0026903,U01798,2023-08-25,2023-08-25 17:21:00,2023-08-25 17:22:00,1,23,Paid,Weekday,Friday,0,17
S0026904,U01798,2023-09-08,2023-09-08 06:34:00,2023-09-08 06:56:00,22,1,Organic,Weekday,Friday,0,6
S0026905,U01798,2023-07-02,2023-07-02 20:58:00,2023-07-02 21:05:00,7,22,Paid,Weekend,Sunday,1,20
S0026906,U01798,2023-09-14,2023-09-14 01:58:00,2023-09-14 02:03:00,5,7,Referral,Weekday,Thursday,0,1
S0026907,U01798,2023-07-23,2023-07-23 10:54:00,2023-07-23 10:59:00,5,3,Referral,Weekend,Sunday,1,10
S0026908,U01798,2023-06-28,2023-06-28 19:43:00,2023-06-28 20:25:00,42,1,Paid,Weekday,Wednesday,0,19
S0026909,U01798,2023-07-27,2023-07-27 13:37:00,2023-07-27 13:44:00,7,4,Paid,Weekday,Thursday,0,13
S0026910,U01799,2023-06-12,2023-06-12 06:47:00,2023-06-12 06:57:00,10,3,Referral,Weekday,Monday,0,6
S0026911,U01799,2023-05-01,2023-05-01 00:35:00,2023-05-01 00:36:00,1,3,Organic,Weekday,Monday,0,0
S0026912,U01799,2023-07-14,2023-07-14 21:34:00,2023-07-15 15:14:00,1060,2,Paid,Weekday,Friday,0,21
S0026913,U01799,2023-06-15,2023-06-15 03:58:00,2023-06-15 04:15:00,17,2,Referral,Weekday,Thursday,0,3
S0026914,U01799,2023-06-06,2023-06-06 01:37:00,2023-06-06 01:39:00,2,2,Referral,Weekday,Tuesday,0,1
S0026915,U01799,2023-06-14,2023-06-14 11:14:00,2023-06-14 11:26:00,12,2,Organic,Weekday,Wednesday,0,11
S0026916,U01799,2023-04-15,2023-04-15 13:27:00,2023-04-15 13:46:00,19,15,Referral,Weekend,Saturday,1,13
S0026917,U01799,2023-04-17,2023-04-17 05:45:00,2023-04-17 05:46:00,1,7,Paid,Weekday,Monday,0,5
S0026918,U01799,2023-04-19,2023-04-19 14:52:00,2023-04-19 14:53:00,1,1,Referral,Weekday,Wednesday,0,14
S0026919,U01799,2023-04-17,2023-04-17 22:22:00,2023-04-17 22:24:00,2,4,Paid,Weekday,Monday,0,22
S0026920,U01799,2023-07-20,2023-07-20 23:25:00,2023-07-20 23:26:00,1,7,Organic,Weekday,Thursday,0,23
S0026921,U01799,2023-05-01,2023-05-01 14:48:00,2023-05-01 14:49:00,1,4,Paid,Weekday,Monday,0,14
S0026922,U01799,2023-06-17,2023-06-17 09:48:00,2023-06-17 10:10:00,22,2,Referral,Weekend,Saturday,1,9
S0026924,U01799,2023-07-21,2023-07-21 15:46:00,2023-07-21 15:50:00,4,9,Paid,Weekday,Friday,0,15
S0026925,U01799,2023-07-13,2023-07-13 06:08:00,2023-07-13 06:16:00,8,9,Organic,Weekday,Thursday,0,6
S0026926,U01800,2024-01-20,2024-01-20 03:15:00,2024-01-20 03:17:00,2,4,Paid,Weekend,Saturday,1,3
S0026927,U01800,2023-12-12,2023-12-12 11:23:00,2023-12-12 11:32:00,9,1,Referral,Weekday,Tuesday,0,11
S0026928,U01800,2023-10-10,2023-10-10 04:20:00,2023-10-10 04:32:00,12,1,Paid,Weekday,Tuesday,0,4
S0026929,U01800,2024-01-02,2024-01-02 06:05:00,2024-01-02 06:41:00,36,4,Referral,Weekday,Tuesday,0,6
S0026930,U01800,2023-10-12,2023-10-12 10:57:00,2023-10-12 11:20:00,23,9,Paid,Weekday,Thursday,0,10
S0026931,U01800,2023-09-26,2023-09-26 16:33:00,2023-09-26 16:34:00,1,3,Organic,Weekday,Tuesday,0,16
S0026932,U01800,2023-11-29,2023-11-29 01:10:00,2023-11-29 01:11:00,1,1,Paid,Weekday,Wednesday,0,1
S0026933,U01800,2023-12-15,2023-12-15 20:26:00,2023-12-15 20:27:00,1,4,Referral,Weekday,Friday,0,20
